question,answer_text,distractor
This passage is mainly about,international mail,"'how to write letters', 'new radio', 'radio website'"
"According to Paragraph 2 , what would overjoy John most the next year ?",He would eat his orange on his birthday .,"'he was the first to discover his wife', 'when the breakfast was the first hand', 'his breakfast was the first hand'"
"According to the author , what usually makes people go in debt ?",To enjoy something unnecessary .,"'to find more things about the', 'it is good for people to avoid staying', 'not taste of alcohol'"
"Using the example of Eastman Kodak in Colorado , the writer shows us",what role the business plays in the program,"'how to get along well with the technology', 'the relationship between the concert', 'what is the best movie to live in the world'"
Which of the following can be the best title for the passage ?,Why Friends Are Important,"'how to deal with the old', 'what to help kids learn', 'the lucky'"
"We can infer from the passage "" A World Without Thieves "" is a film that",attracts many migrant workers,"'the homeless of the islands', 'chinese names', 'lack diet'"
What 's the main idea of the passage ?,The love between a monster and a princess .,"'the fight to play with the festival', 'how the history of the flower', 'an love to celebrate birthday'"
From the passage we know that,parents are supposed to tell the kids the bitter side of life as well as the sweet side,"'the younger generation to have mental problems', 'younger people want to be able to join the club', 'parents must learn the children to the club'"
What was Midas ' wish after he could have nothing to eat ?,To have his power taken away .,"'to let how how to do how', 'could find the place clearly', 'would talk how to take the place'"
What do you think of the boy 's father ?,He is a great father .,"'he does want to be treated', 'his son does know how to smile', 'the old man was foolish boy'"
"From what Placida said , we know that she thinks",being a mom is hard,"'the boy does like to eat', 'he thinks it is not good', 'good like to make friends'"
Which of the following statements is WRONG ?,The US space shuttle Discovery is the first one launched by NASA at night .,"'the sound of the moon happened is too beautiful', 'spaceship is the fastest to the sun', 'it takes to explore the sun'"
What are the main causes of a bug - infested keyboard ?,Dropped crumbs and food and Poor personal hygiene,"'by adding people earn access access', 'the support of emergency', 'and healthy food'"
"According to the passage , humans walk upright in order to",conserve energy,"'help water', 'encourage people to use their energy', 'water'"
The passage mainly talks about,pets in Canada,"'the homeless in the earthquake', 'desert', 'how the civil of whales'"
""" There is money in fashion "" means   ",fashionable things are expensive,"'expensive clothes', 'the expensive food', 'buildings are cheaper than expensive'"
The author 's grandfather advised her sister and her to,eat ice cream as slowly as possible,"'buy some of the beautiful', 'eat more anything to eat less', 'take out the monkey to help them'"
She is interested in ping - pong because,her father plays it well,"'she likes playing', 'her parents died', 'the teacher died'"
"Why do the researchers feel "" very surprised "" by the results of the study ?",Because the results are contrary to their expectation .,"'because the group people do like to do so', 'the end of the grade is too limited', 'they do know how to choose the alcohol'"
"In order to make a wiser decision in the chaos , you should",keep your head,"'get away the window', 'eat more', 'find your head'"
"In Camilla Kring 's opinion , B - people",are more productive if given more freedom,"'people should take part in the same time', 'more than half of them prefer to be independent', 'the same way to make friends'"
"When ending a conversation , you 'd better",talk about how much you want to keep talking,"'tell others to tell the person', 'do tell you where the bar', 'you do have to spend away'"
Which of the following was NOT the cause of the accident ?,A pipe burst,"'the warning of the car', '', 'people in the united states agreed'"
The passage mainly tells us,fat people have fewer advantages,"'the importance of the importance of the world', 'people who like to eat more', 'what people should eat junk'"
The two scientists found the color1 of the universe by,using computer software programs,"'computers use computers', 'the new of the internet', 'receiving the technology of the computer'"
What do many people who want to succeed do before making a decision ?,Ask people to guide them .,"'stop them to help the local', 'ask to know how to use the internet', 'do want to use the internet'"
The author planned to stop at Oklahoma City,to see his parents,"'to see the old man', 'told her parents to eat', 'for good teacher'"
Which of the following does not agree with the requirements for the students wanting to get their driver 's license ?,They must be 16 years of age .,"'they should get to work in the test', 'the number of students in the court should be', 'their teams will not work in the test'"
What the writer thinks is that,schools are still necessary,"'schools are too expensive for students', 'students are too lazy', 'the house is not as as as as as'"
"When Pearman first appeared before Fredy , .",Fredy took him as a beggar,"'he was interested in the shop', 'helped him find to find the', 'the snake was'"
The mentioned Chinglish words are created in the way,that sounds natural to some Chinese,"'thousands are famous with the largest', 'it has been used by the people', 'the of the american revolution'"
What do we know about Olivetti ?,It has five independent companies with its head office in Ivrea .,"'it is the most single single of the men in the world', 'the owner had worked in the department', 'he has the world university in the world'"
It can be known from the passage that,Learn to Lighten Up and Live Longer is a popular book,"'the origin of the book', 'poems about the origin of the book', 'learning to be famous person'"
The plane was in danger because,the capital was so frightened by the snake that he could not control the plane,"'the was put the plane the plane', 'he did want to take the plane the spaceship', 'it took the plane to the plane'"
The news report is mainly to,introduce a newly - developed robot in Japan,"'explore the software of the world', 'introduce new new to the police', 'show stars the role of the world'"
We can infer that,few friends came to visit them in winter .,"'people in egypt states states', 'there were four years in egypt states', 'the writer father was saved in the shelter'"
Which of the verse makes strong comparison and contrast between two opposite types of persons ?,verse 127,"'', 'the same', 'closet list'"
What makes people like their acquaintances in books even more ?,They will never ever abandon us .,"'they are more extreme than other people', 'zoo has nothing interest on the end', 'the ads has been solved'"
"The writer introduces the words such as "" input "" and "" output "" in order to",introduce people to computer language,"'show the popularity of the rude', 'tell people how to use the internet', 'warn us the rude to the internet'"
Mr White hit the car because,he could n't stop his car in time,"'he did want to take the airport', 'the door was too dirty', 'his foot was not as'"
From the passage we can know that,the author is a student and teacher at the same time,"'the writer does want to go the teacher teacher', 'teacher is the first teacher teacher in the classroom', 'my father does like the teacher'"
The author cried when seeing pet commercials on television because,she thought of her lovely cat,"'she did want to buy doll flowers', 'her neighbor was ill ill', 'the king was too rude'"
"Who cares least for wealth , according to the passage ?",Old people,"'young people', 'people', 'women and women'"
Which of the following types of basketball has the longest history ?,Deaf Basketball,"'hip hop', 'the fourth', 'my teachers'"
Faced with the death of Mr. Graham,Katharine Graham seemed to be trapped in the dark world .,"'knew to cross the desert', 'tried the little elephant', 'was very angry about the desert'"
In which part does the writer tell us to reduce pollution ?,Walk or cycle .,"'wearing clean', 'stop wearing', 'the ways of sleep'"
The boy with a bad tooth died because,he did n't receive timely treatment,"'he did want to eat the cage', 'the boy did know so to eat them', 'his parents were too busy'"
The author did the following except that he,bought dog food with all the money he had,"'made the money for the old man', 'ten of the pants were served', 'the tea was bought'"
"According to the passage , good Santas should be the ones that",should be perfect in the mind of children,"'should try to be good', 'try the best to the children', 'our brain is more important than older'"
What is the best title of the passage ?,The farmer and the bird,"'the old man', 'how the seals can climb the mountain', 'an american soldiers'"
The main idea of the above article is that,what happiness is,"'the seed is the best', 'how we can be used', 'it has no christmas to be'"
"During the stay in Paris , the tourists will",have a free time of half day,"'have miss to visit the same day', 'take the same day', 'be sold five years'"
"From the passage , we could learn that",it is   ly easier for hunters to hunt the rare species in winter,"'whales can fly in the sea near the sea', 'the human beings has been used by sharks', 'it loves the only country in the world'"
"From the passage , we can know that",scientists still do n't know how polar creatures have adapted to the cold,"'the moon turns lasts day', 'humans have the moon moon', 'scientists will be able to north the ocean'"
Why does the author mention the experiment at the beginning of the text ?,To introduce the topic of the text .,"'to show the difference of the book', 'show to help the students to enter the language', 'by making the plan of the book'"
"Which of the following best describes the statement "" History never stands still "" ?",The shape and content of history vary according to the methods and materials available .,"'the fact of the possibility of the product', 'it takes to make the images of reward reward', 'people do like the importance of the product of the product'"
Scrooge became a new man because,he saw how he was treated after death,"'he was followed the police to find the test', 'the old man was quite angry', 'his father did not believe the test'"
What can we learn from Dancy 's   experience ?,Online job -- hunting calls for perseverance .,"'the manager provides about the letter', 'an training in the local', 'helping the manager to visit the'"
"If you want to talk with others successfully , the most important thing you should do is",to keep calm and relax yourself fully,"'to make sure money for your plan', 'try away to find the best', 'not to make sure to find the best'"
The best title for this passage should be,"Teens , Television and Depression","'boys and girls', 'the importance of learning', 'speaking'"
What is the best title for this passage ?,Who Is a Better Player ?,"'how to become person', 'an alternative way to be person', 'good grades'"
Bill Gates retired from full - time work in Microsoft because,of a reason that was not mentioned,"'the was fit to ask to tell', 'it would bring the driver to tell', 'he would have responsible to reward the'"
How can the students bring differences to the world ?,By giving away their money from writing .,"'by taking pictures of books', 'to help the local to learn from the room', 'from italy'"
70.What is mainly discussed in the text ?,That language influences the way people think .,"'the people who do like to understand', 'that the author is very boring', 'people can enjoy the language'"
Which is probably the best title for the passage ?,Cold or Flu ?,"'medicine', 'the medicine of medicine', 'skin pressure'"
The correlations between two college admission tests and academic success in college are limited for the reason that,measures of college achievement are unreliable like those in primary and middle schools .,"'single sex and quick to go to college entrance', 'the school students have been awarded in the usa', 'students and universities provide chances for the students'"
Which of the following is wrong ?,The father only bought his son a book .,"'the grandfather was sad', 'his mum was the first father', 'he did want to sell his father'"
What is the main idea of the passage ?,We should use mobile phones properly .,"'we should use mobile phones', 'the new phone of the internet', 'how people can use computers'"
Which is not the way to help people gain Telepathy ?,Separate them all the time .,"'the last group police', 'they can get used to the', 'their names'"
"When they found the box , people knew",the tooth was Hatshepsut 's,"'the farmer son', 'dr', 'his father'"
Why was Buster so confident ?,He had never been caught by the police .,"'he did want to take the hospital', 'the old man did want to take him', 'his son did want to take him'"
"Which was NOT a way people in Britain used to make the air cleaner , according to the passage ?",More People began to ride bikes .,"'artificial car brings the trains', 'the doors system was getting high cars', 'people can use the train station'"
One of the reasons why the professor refused to write a letter of recommendation was that,the professor did not know enough about the author,"'the teacher did not understand the teacher', 'thomas did not understand the student was', 'he would not understand the student how to do'"
Why did the writer tell us the story of 7-year - old Johnny ?,To show the importance of encouragement .,"'to show how to make the movie', 'because to read to the wedding', 'henry promised to draw the magazine'"
The following year the author,continued to cut Mr. Ballou 's lawn,"'to read millions about the letter', 'was told the first minister to go to', 'wrote about the letter'"
"According to the research , children should n't eat",more pizza with French fries,"'those who have mentally', 'have good care of the old', 'spend lot of alcohol in the countryside'"
What is the main idea of the text ?,The history of windsurfing .,"'the difference of supermarket', 'art story', 'life story'"
"According to the passage , Kleine - Levin Syndrome",is not impossible for doctors to diagnose,"'is jenny by the first person', 'can improve the language', 'thinks nothing of the left few'"
It is suggested in the study that parents should,care about their children 's school life,"'care for children', 'help the children to study harder', 'stay for their children to help their children'"
Why do so many people choose SUV cars for their holidays ?,Because they are more convenient and have greater capabilities .,"'because they think these people do like the best', 'they think they are sure to enjoy these places', 'it will be able to enjoy these places'"
"From the passage , we can infer the following EXCEPT that","about 500,000 high school dropouts are black and Spanish","'students who want to go to college', 'the original of the black and the book', 'people can use the use of the next'"
""" Such a great scientific achievement "" refers to",Fei and Nie succeeded in traveling space in the Sixth Shenzhou Spaceship .,"'direct space to the space', 'explore to explore space', 'astronauts for the space'"
Which of the following is TRUE ?,Mary often plays table tennis after school .,"'mary was the first doll doll', 'girls do like to go to school', 'students took part first single'"
Which of the following statements about the US is TRUE ?,"In Chicago , you have to pay 5 cents as tax if you buy a bottle of water .","'the bay bay in the south is always moving now now sold sold sold sold', 'you ll buy you if you ll the bay in the hotel', 'it gives the amount of the amount of emergency'"
The writer loves October NOT because,there are thirty - one days in October,"'he was born in the world', 'there was no interest in the world', 'it would be used to break'"
Which of the following is NOT true according to the passage ?,The S.K.I Bicycle Courier Service provides the participants with free bicycles .,"'the tower is too attractive than the colors', 'it takes to get the super to get used', 'you wo get the bus'"
Which of the following statement is true ?,"China has 122,000 more students than South Korea at American colleges and universities .","'the students union students do have the same language in china', 'chinese culture is the most popular school in china', 'students will have more chances in america'"
The French Revolution was important to the French because,it ended the rule of kings,"'it was destroyed by greek', 'the was hoped to join the prime minister minister', 'there are more islands in the world'"
"According to the passage , the Kroger Company",developed quickly by acquiring popular brand names,"'is the most famous american american magazine', 'was made by the factory factory', 'has made many of the director'"
We can infer from the passage that,Paul Frommer hopes to add new words to the Na'vi language,"'ben jobs in the space', 'reader must write easily easily in the next', 'bill ben bush to the chinese institute'"
Who can benefit from business competition ?,Both businessmen and their customers .,"'traveling in the hotels', 'people lacking', 'the system of the convenience'"
What program will follow this radio talk ?,A music program,"'the movie', 'famous', 'action music'"
Which of the following statements is NOT true for the UK visa ?,No one needs to travel a long distance to get a center .,"'the post office is not worth the cost of accommodation', 'it saves the cost of the service', 'you ll be able to get rid of the station'"
Which of the following is TRUE according to the story ?,The mirror in the story refers to the pond .,"'the picture of the story', 'there are cash of the flower', 'in new type'"
The Zuchs created the Morgan Center,to provide a healthy place for children with cancer,"'to measure the production of cancer cancer', 'make to improve teenagers to eat healthy food', 'project on the importance of cancer'"
The writer mentions Three Mile Island,to express his doubt about the officials ' words,"'to explain the author about the history', 'that he was enjoying with the boxing', 'by the author to find the author'"
Why was Brian wearing so many clothes for his travel ?,Because his backpack had no room his clothes .,"'because his father was playing joke', 'his mother was playing joke', 'the shop was foolish'"
"The sentence "" People who have read good literature have lived more than people who can not or will not read "" suggests that",reading broadens a person 's experience,"'exploring grammar', 'reading', 'learning language'"
English people usually shake hands when they,meet for the first time,"'get to the cinema game', 'take the stage to the', 'go on the side'"
This passage is mainly about,an experiment on honesty,"'the importance of learning', 'how many aspects of', 'an reader to the reader'"
The author of the passage,is strongly against marketing products and services at children,"'is the most popular actors in the world', 'the technical of shoe in the world', 'has an international program program'"
"Which of the following is TRUE , according to the text ?",Today 's Rubens House looks like its original structure .,"'the art of the art', 'is tall', 'it has been written by the'"
"For Parbati , catching elephants is mainly to",keep both man and elephants safe,"'make the old female', 'kill sharks', 'take old people to ride'"
"What 's "" Is He Dead "" about ?",A trick played by a group of poor artists .,"'the younger man worked worked', 'those kinds of people who lived in the town', 'people in the town'"
Which of the following car ferry passengers might have trouble or difficulty on the ferry ?,A Canadian with only banknotes from his own country .,"'the safety of the crash', 'by', ''"
We can learn from the text that,"Miss Green did n't teach the writer 's son in the 5 
 thgrade","'the writer was the first lady to the', 'was an first aid to get along the', 'st student liked the dresses'"
The writer wants to tell us that,IQ changes when weather changes,"'person should have taken their own', 'the influence of the positive of the brain', 'people can avoid the use of the brain'"
What 's mainly described in the passage ?,Digital Hongbao is a double - edged sword .,"'an album', 'smart', 'the needs of smart'"
Which of the following about the Mars is NOT true ?,There could have been living things on Mars .,"'it is the largest moon', 'the water has found found by hunters boat', 'many of the sun'"
Youth volunteers from Beijing University went to Songtang Hospital to,show their love for the aged,"'offer the uk star star', 'get along well with their children', 'invite girls to go their homework'"
What is one of the islands ' more unusual features ?,Travellers deliver the letters by themselves .,"'the roll tightly', 'adding details the phone', 'giving foster to the museum'"
Father kept driving without a license because,He wanted to see his brother monthly,"'he did want to spend so time', 'the conductor did know how to do so', 'his mother did know so'"
What 's the purpose of the passage,To help overcome interview nerves,"'to discuss on people to record', 'how many people lived', 'why people about the dangers of smoking'"
The author cried because,she was grateful that her father had survived,"'she was deeply puzzled about fever symptoms symptoms symptoms symptoms symptoms', 'the doctors did want to go to the hospital', 'her father was playing'"
We know from the passage that Wikipedia,covers rich resources of knowledge,"'the effects of food prices', 'food and art', 'starts the of standard of food'"
Homeschooling is very popular in America mainly because,there are some stayathome parents who have time and the ability to teach their children,"'the students do like to make their children', 'it was difficult for children to learn how to earn their children', 'there were more difference between the students than girls'"
Where will you click when you need to hire tools ?,Visit the Travis Perkins Hire Website,"'receive the library', 'visit www', 'call'"
Why are there more complaints from patients ?,Because it 's convenient for people to put forward complaints .,"'because it is too high high school', 'it has too many hours to take long term', 'they will get more money on the internet'"
How are the new roads different from old roads ?,They have at least two lanes .,"'they were too busy with cleaning', 'the airport happened the road', 'their cars were too busy'"
Mr Miser smiled because,He had one of his shoes cleaned without paying for it,"'he did like the snake but he did want to eat them', 'the order order the shop was too expensive', 'his son did like him to eat them'"
The dress codes are mainly a problem for female students because,women 's clothes are often short and fitted,"'women have more freedom than women', 'boys do like to go their beautiful', 'men do like to go their beautiful'"
"By introducing the laptop program , Delore Bolton has",witnessed a remarkable improvement in students ' test scores and enrollment,"'lectures on students', 'students to use the use', 'person volunteers in the school school'"
"If you ask your American friend Jack "" How old is your wife ? "" he may say ""  ",It is none of your beeswax,"'it is good way to get', 'you must buy clothes', 'the is too'"
What do we know about the city of Sydney from the passage ?,Sydney harbor is not far from the famous Opera House .,"'the city was built in the city', 'it is the largest lake in the city', 'is far than the colors of the kite'"
What 's the main idea of the bookStick Dog ?,The dogs ' experience of stealing food .,"'the tiger adopted the whale', 'how the fox is the most popular', 'dogs in the desert'"
What would be the best title for the passage ?,The Benefit of Stress,"'the difference of body', 'people physical ability', 'how many people do to do'"
What is the theme of the passage ?,PTAD Diagnosed Among Military Dogs,"'protecting people', 'an animal', 'the japanese people'"
"According to the author ,",festivals give people the best chances to experience a culture,"'the most people in the same age', 'was very strict with the author of the author', 'prevents children to be able to watch tv programmes'"
It can be inferred from the passage that,Mexicans like chocolate very much,"'the little of the chocolate', 'is good way to make potatoes', 'does you want to get rid of money'"
The passage mainly tells us,"NASA Spacecraft , Dawn , is moving closer to a ' Dwarf Planet ' .","'satellite travel to explore', 'the satellite will be able to explore', 'planet will be able to explore the sun'"
What is Rebecca 's real purpose of making this visit ?,To make known their relationship and seek help .,"'to show how to make friends with the people in the world', 'how people can develop their own skills', 'not letting to make the best man'"
"By writing the passage , the author wants to tell us",it 's okay to make mistakes,"'it is good to learn english', 'how it is good to learn english', 'to tell readers how to avoid the'"
"According to the passage , the writer probably   agrees that",medicine does n't help a lot if you have the flu,"'the more people do have to be', 'mouth is the only way to keep the plant', 'our brain is more important than the brain'"
Peter,has a girl friend,"'was the oldest man', 'thought betty lies', 'did know how to be'"
What makes people choose challenging jobs ?,Higher - order growth needs .,"'increase increase of demand', 'it helps increase the health of the degree', 'pay increase of income of income'"
"According to the passage , students who date in middle school may",have poorer academic performances,"'have many students in colleges', 'make the students who want to go to school', 'gain school students'"
Parakeets are no longer welcome mainly because,the local birds are being driven out,"'the terrible weather in the sea', 'there is no typical of the terrible of the sea', 'they can enjoy the place of the wild'"
"Why do some students often "" have a headache "" ?",Because they do n't think English is easy .,"'because they do like english', 'they think like to make these things', 'the english language is too important'"
The sales of the life extension drugs so far clearly show that,people want to give them a try,"'people should spend more time on entering', 'the wrong people do know how to smile', 'saying about the people'"
Which of the following does n't help produce a black hole ?,The dying star shines very brightly .,"'the little of the', 'it helps the little to get rid', 'little of fairy'"
We can infer from the passage that,the buses and trains are old and in poor conditions,"'the city were too careless than the planes', 'many of the city areas areas in the city', 'cars in the city were closed the train station'"
Why did the people of the second city plan to destroy the neighboring tower ?,Because they hoped that visitors just liked their own tower .,"'because they wanted to show the of the magazine', 'they enjoyed busy for the park', 'the first of the main was too crowded'"
Which of the following statements is NOT true according to the passage ?,A child owes his speech ability to good nursing .,"'the child is mostly by the children', 'mom was determined by the child', 'my father kate was actively by the child'"
Japanese students start to learn English,when they are in middle school,"'when they learned in the classroom', 'was very challenging in the school', 'the teacher did know the teachers'"
Which is the best topic of the passage ?,The care and proper selection of dogs for families .,"'the necessity of individuals individuals', 'how the influences of individuals children', 'ways for the homeless nutrition'"
The passage can be titled as,Canyons -- Results of Flood Cutting,"'the biggest of the biggest market', 'an american people', 'in new zealand'"
Which of the following is TRUE ?,Playing with fire is dangerous .,"'the sound of light sound', 'people in the room room', 'there were no size of light'"
"When the doctor arrived , he",gave Marek a careful check up,"'put up the expenses', 'stopped taking the expenses', 'would ask the police station'"
The author wrote the passage in order to,show us his mother 's love,"'show his great interest in his mother', 'collect his suggestions to his father', 'make up his mother'"
What will probably happen if a person starts smoking early ?,It will be difficult for him to give up smoking .,"'it is easy to find to get rid of the pain of the', 'the sizes of the device is too hard to get', 'people will have to accept the ability to the baby'"
"If you meet with a thunderstorm in your""roadable""plane in the skies , you can",1and and drive on the ground,"'open the door', 'go the door', 'to satisfy the map'"
What drives so many teachers to reduce students ' rest time ?,The link between their pay and school 's scores,"'the students in the school school', 'their class takes to complete exams', 'because they do well the college'"
"According to the passage , what is the main reason for the widespread use of English ?",It is a world language that is used for international communication .,"'it is the first language language by the deaf', 'thinks that it is the largest language language', 'the new language is designed by the deaf'"
The author 's aim of writing this passage is,to introduce Scotland generally,"'to discuss on the system of', 'studying on the ways to avoid victims', 'entering for the readers to visit'"
Why did the scientists open the ancient clam up ?,To study how old the clam was .,"'to make the place of the', 'they liked the game', 'the prize to glenn'"
"In the author 's opinion , why were Gradhani 's happy to make , their expensive store into a "" battlefield "" ?",They wanted to make more money by having sales .,"'they would pay the money for the bank', 'the price of the company', 'their customers were not paid for the company'"
Which statement describes a child who may have physical problems .,The child always feels tired but sleeps only four hours a day .,"'the child might not have mental', 'it is easy for children to learn about their children', 'children might not have mental'"
Which of the following statement is NOT true according to the passage ?,Some of the germiest places are outside your home .,"'the post office is very popular', 'you should buy shoes', 'all of the hotels are mostly'"
The author got into some bad habits because,he did n't have a father to teach and love him,"'he did want to make friends with his family', 'his parents did like him', 'the king was too busy'"
Where is the restaurant that closes the latest on Saturdays ?,At 33 Office Park Road .,"'the railway of the house', 'on new york', 'at de'"
The passage mainly wants to tell us,David 's family has a great trip in Wuhan,"'paul was ill in the francisco', 'how rogers was famous in the world', 'the australian kid in the us'"
The writer tells about the Cooleenbridge School in Ireland because,"it was taken as an example of this kind of "" small school ""","'it was easy for grade school', 'the students did know how to make new school', 'he played plays with the students papers'"
What 's the best title for the passage ?,Australia sets down tough cigarette packaging rules,"'the influence of saving food', 'how fierce the relaxed relaxed', 'telling on the of the'"
This passage is,an advertisement of Self Cleaning Iron,"'an expert of', 'the brand of shoe bottles', 'new new magazine'"
Which is NOT true ?,Actors often have nothing to eat .,"'who want to eat potatoes', 'there are no moment to make cat', 'person likes to eat potatoes'"
You may suffer from stress if you,easily get angry when things go wrong,"'do take the wrong you want', 'busy at night', 'because the little busy'"
Which of the following is TRUE ?,The brain is compared to a telephone exchange .,"'the connection of the volunteers blood', 'it takes to make record of the record of the record', 'cancer is less than regular than regular'"
"If you want to be left alone on a lift , the best thing to do is",to avoid eye contact with other passengers,"'to change the amount of the amount of the', 'by taking the door and the door', 'or the door tightly'"
People woken during REM sleep can,easily remember their dreams,"'reach their muscle', 'make their brain', 'use their fingers'"
Researchers name the skeleton Hobbit because,it resembles the tiny heroes in a set of books,"'it was the largest flower in the book', 'the book was by the director', 'in total of the story'"
"The best title for this passage is ""  ",Internet safety rules,"'how to use the internet', 'the popularity of advertising', 'tips'"
The advantage of rats over dogs in finding bombs is that,they do n't make mines explode as easily,"'they are more important than other animals', 'the chemicals would make them', 'their people do like to eat them'"
What can be inferred from the text is that,the Congress did n't accept Anna 's suggestion until the whole country supported her,"'the writer did want to make the last one', 'mary would not have to blame herself', 'was pleased that the king would have the brothers brothers'"
Which of the following statements is true ?,Taking more than 4 grams of salt a day can be harmful for an adult 's health .,"'if you ca have the sugar and cold', 'the amount of sugar is always important in order daily', 'diet less salt less than regular than regular'"
Why is pulp and paper production important to Canada ?,Pulp and paper export is a major source of income for Canada .,"'demand items of goods', 'it is the most advanced magazine online', 'the demand demand of demand demand'"
Which of the following is TRUE according to the text ?,None of the above .,"'the of the usage of the stays', 'happened are no christmas to be used', 'no christmas is no as as as as as as as as as as'"
What happened after the author crossed the finish line ?,Her farther came up and comforted her .,"'she was the first queen', 'her mother was ready to help her', 'the woman was ready to help her'"
The following statements about Doucoure are true EXCEPT,He won the world champion title four times .,"'he was buried by the three twenty persons', 'the french people in the us', 'people who watched the australian band'"
What does the author think of saying hello to people ?,It can build connections with others .,"'it is the largest of the world', 'the better to make it', 'to show how to make the best'"
What problems can bicycles bring ?,Too many bicycles may cause traffic jams .,"'the car model too much', 'those who do care about their favorite', 'use computers to be used'"
"Why does the author mention the "" Thank you "" notes",Because he does n't want to leave that school,"'because he wants to be jane', 'that mr miller fortune', 'when his homework will be closed'"
"As a matter of fact ,",""" Shenzhou IV "" was a manned spacecraft","'flying', 'astronauts to space', 'the atmosphere explosion'"
Which of the following is NOT true ?,G. coffee is better than other coffee .,"'the less milk can drink', 'tea can help you drink', 'you need eat more than vegetables'"
What is TRUE according to the passage ?,""" Habits ( Stay High ) "" is sung by a Swedish singer Ebba Tove Elsa Nillson .","'the hidden of tom', 'fashion behavior', 'how ants develop to be'"
The writer thinks,parents love their children very much and the children should understand them,"'children should be as attending as taking husbands', 'parents should be good at playing basketball', 'the kids child should be good enough to reward their children'"
Which of the following is TRUE according to the passage ?,It believed the purple star was in the center of the heaven and the emperor lived in the Purple Palace .,"'it was the first spot to explore the keys', 'the cultural of the city was', 'in da vinci'"
Ms. Sawhill may probably agree that,too much stress has been put on the value of college degrees,"'the number of the students did go to college', 'high tech school students did go to college', 'anxiety and anxiety of mental illness'"
The best title of the passage could be,What is the real love for children,"'how to teach children how to read', 'the child is praised', 'what to do what to do with his children'"
What does this passage mainly tell us ?,A technological study for the blind .,"'the importance of learning', 'how the importance of mental', 'an robot to the'"
Men and women may now choose all the following EXCEPT to,leave their jobs just because they have children,"'make money for the children', 'they are cleverer than other people', 'look for the children to make money'"
Jack was excited yesterday because he,was on TV for the first time,"'was the first person to be', 'the shop was told', 'saw tv series'"
What is the best title of the text ?,Happiness is all around us .,"'is the best way to make up', 'life', 'trees in the world'"
What can we infer about American doctors from the case of the poisonous mushrooms ?,They probably only read reports written in English .,"'they were both translated', 'the last the last of the letter', 'it the main of the magazine'"
Why did Jeff Gardner call Verizon before his trip to Jamaica ?,To find out information about roaming charges .,"'to find the visitors to find the', 'expect about the books', 'ask to see the visitors'"
"According to the passage . in Dior 's life , he did NOT",work in a diplomatic service,"'visit the party', 'work for magazine', 'the first of the book'"
Each of the following statements about Wolfgang Mozart is directly supported by the passage except,Wolfgang preferred the violin to other instruments,"'the of the type', 'explore to use the language', 'show to the deaf'"
Which is the best title for the passage ?,"For Lots of people , Getting Older Means Getting Happy","'the disadvantages of living', 'people should spend more time on entering', 'breathing giving of life'"
"According to the passage , which of the following is TRUE ?",The writer told his dad he loved him sometimes but not very often .,"'the writer was very busy with the visitor', 'he did want to make any love', 'it is the only person who was the greatest man'"
The events that will take place in Rio de Janeiro in 2014 are,Carnival and FIFA World Cup,"'the world cup', 'chinese students', 'quarter in the world'"
What can be concluded from the passage ?,Hunger of mind needs feeding .,"'the effects of sleep', 'an of the sea', 'depression pressure'"
The villa can resist earthquakes because,the cracks in its walls can be healed by the polymers,"'the sun took the earthquake', 'there is no typical of the colors of the sun', 'you are not afraid of the sun'"
Alice learned to share things with others,after her father stopped her driving the rabbits away,"'when she was ill by the boa', 'the little girl was ill ill', 'her son was ill ill'"
The best title for the passage is,Science and daily life,"'effects of learning', 'the exploration of science', 'how the hidden of the book'"
It can be inferred from the passage that,an increasing number of Chinese tend to travel to Europe,"'chinese capital has been held by the uk states', 'the government of the uk market market market market market', 'governments and coal coal in the uk states'"
Which of the following can be used as the best title of the passage ?,Is Alaska Sinking ?,"'how to survive', 'new kind of natural', 'the history of american'"
What happened after they got the alarm system ?,It worked unexpectedly .,"'he was tired with the bear', 'it bit bit', 'the lift of the car'"
Mrs. Smith,was afraid they would have no time to tour around London,"'was not angry that he would pay for his service', 'knew to complain about the desert', 'that his wife did not go to the hospital'"
What does education mean in England ?,More than the teaching of knowledge .,"'students are satisfied in younger younger', 'the teachers in school', 'working in the school'"
Shane 's parents wanted Shane to witness the euthanasia mainly because,they hoped he could gain something from it,"'they wanted to make their children to the', 'the worried they were asked to buy the food', 'their son asked them to go to the'"
What is the text mainly about ?,Why and how to take a nap .,"'how to keep potatoes', 'why the origin of the day', 'what long of challenges'"
"According to Harry Morrison , businesses",will benefit from cutting carbon emissions,"'is not called as as as as as as as as as as as as as as as as as as as as as as as as as as', 'increase for the oil of the world', 'to increase the production of the world'"
Why could n't the police arrest the man ?,Because the police knew that just walking around is n't against the law .,"'because the old man was afraid to do so', 'the old man did know how to do so', 'it took the police to the police station'"
This passage is mainly about,the SAT and its effects,"'the sun', 'zero the relationship between the sun', 'people like to eat junk'"
"According to this passage , which one is correct ?",The fatty acids in fish can improve blood functioning .,"'the contains of banana makes you eat', 'seals and frogs can be used', 'which the arctic in the arctic'"
What can we infer from the passage ?,People are very much shaped by how they were treated by their parents,"'the people in the world are the same way', 'people in the world have no interest in the society', 'some studies 40 people do have the same their'"
Bronner 's success lies in the following EXCEPT,aiming its business at a single day of the year,"'the length of the sun', 'it was the first day', 'in new york'"
